Name,Alcoholic,Photo,Glass,Ingredient 1,Ingredient 2,Ingredient 3,Ingredient 4,Ingredient 5,Ingredient 6,Ingredient 7,Ingredient 8,Ingredient 9,Ingredient 10,Ingredient 11,Ingredient 12,Ingredient 13,Ingredient 14,Ingredient 15,Method,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15
57 Chevy with a White License Plate,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,Highball glass,Creme de Cacao,,,,,,,Vodka,,,,,,,,1. Fill a rocks glass with ice 2.add white creme de cacao and vodka 3.stir,1 oz white ,,,,,,,1 oz , , , , , ,,
1-900-FUK-MEUP,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,Absolut Kurant,,,,,,,Grand Marnier,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum,Amaretto,Cranberry juice,Pineapple juice,,Shake ingredients in a mixing tin filled with ice cubes. Strain into a rocks glass.,1/2 oz , , , , ,,,1/4 oz ,1/4 oz ,1/4 oz ,1/4 oz ,1/4 oz ,1/2 oz ,1/4 oz , 
110 in the shade,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg,Beer Glass,Lager,,,,,,,Tequila,,,,,,,,Drop shooter in glass. Fill with beer,16 oz ,,,,,,,1.5 oz , , , , , ,,
151 Florida Bushwacker,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,Malibu rum,,,,,,,Light rum,151 proof rum,Dark Creme de Cacao,Cointreau,Milk,Coconut liqueur,Vanilla ice-cream,,Combine all ingredients. Blend until smooth. Garnish with chocolate shavings if desired.,1/2 oz , , , , ,,,1/2 oz ,1/2 oz Bacardi ,1 oz ,1 oz ,3 oz ,1 oz ,1 cup , 
155 Belmont,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,Dark rum,,,,,,,Light rum,Vodka,Orange juice,,,,,,Blend with ice. Serve in a wine glass. Garnish with carrot.,1 shot ,,,,,,,2 shots ,1 shot ,1 shot , , , , , 
24k nightmare,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,Goldschlager,,,,,,,Jägermeister,Rumple Minze,151 proof rum,,,,,,"Add over ice,shake and pour.",1/2 oz ,,,,,,,1/2 oz ,1/2 oz ,1/2 oz Bacardi , , , , , 
252,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,Shot glass,151 proof rum,,,,,,,Wild Turkey,,,,,,,,"Add both ingredients to shot glass, shoot, and get drunk quick",1/2 shot Bacardi ,,,,,,,1/2 shot , , , , , ,,
3 Wise Men,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,Collins glass,Jack Daniels,,,,,,,Johnnie Walker,Jim Beam,,,,,,,put them them in a glass... and slam it to tha head.,1/3 oz ,,,,,,,1/3 oz ,1/3 oz , , , , , ,
3-Mile Long Island Iced Tea,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rrtssw1472668972.jpg,Collins Glass,Gin,,,,,,,Light rum,Tequila,Triple sec,Vodka,Coca-Cola,Sweet and sour,Bitters,Lemon,Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.,1/2 oz , , , , ,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,"
",1-2 dash ,1 wedge , 
410 Gone,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xtuyqv1472669026.jpg,Collins Glass,Peach Vodka,,,,,,,Coca-Cola,,,,,,,,,2-3 oz,,,,,,,,,,,,,,
50/50,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg,Collins Glass,Vanilla vodka,,,,,,,Grand Marnier,Orange juice,,,,,,,fill glass with crushed ice. Add vodka. Add a splash of grand-marnier. Fill with o.j.,2 1/2 oz ,,,,,,,1 splash ,Fill with , , , , , ,
501 Blue,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Collins Glass,Blue Curacao,,,,,,,Blueberry schnapps,Vodka,Sour mix,7-Up,,,,,Mix equal amounts into a glass with ice.,"
",,,,,,,"
","
","
","
","
","
","
",
69 Special,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,Collins Glass,Gin,,,,,,,7-Up,Lemon juice,,,,,,,"Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up.",2 oz dry ,,,,,,,4 oz ,0.75 oz , , , , , ,
747,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,Shot glass,Kahlua,,,,,,,Bailey's irish cream,Frangelico,,,,,,,"pour kaluha, then Baileys, then Frangelico not chilled and not layered -- SERVE!!!",1/3 part ,,,,,,,1/3 part ,1/3 part , , , , , ,
9 1/2 Weeks,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg,Cocktail glass,Absolut Citron,,,,,,,Orange Curacao,Strawberry liqueur,Orange juice,,,,,,Combine all ingredients in glass mixer. Chill and strain into Cocktail glass. Garnish with sliced strawberry.,2 oz ,,,,,,,1/2 oz ,1 splash ,1 oz , , , , , 
A Day at the Beach,Alcoholic,http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,Highball glass,Coconut rum,,,,,,,Amaretto,Orange juice,Grenadine,,,,,,"Shake Rum, Amaretto, and Orange Juice in a shaker filled with ice. Strain over ice into a highball glass. Add Grenadine and garnish with a Pineapple Wedge and a Strawberry.",1 oz ,,,,,,,1/2 oz ,4 oz ,1/2 oz , , , , , 
A Furlong Too Late,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,Highball glass,Light rum,,,,,,,Ginger beer,Lemon peel,,,,,,,Pour the rum and ginger beer into a highball glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,2 oz ,,,,,,,4 oz ,1 twist of , , , , , ,
A Gilligan's Island,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,Collins glass,Vodka,,,,,,,Peach schnapps,Orange juice,Cranberry juice,,,,,,"Shaken, not stirred!",1 oz ,,,,,,,1 oz ,3 oz ,3 oz , , , , , 
A Night In Old Mandalay,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Highball glass,Light rum,,,,,,,Añejo rum,Orange juice,Lemon juice,Ginger ale,Lemon peel,,,,"In a shaker half-filled with ice cubes, combine the light rum, añejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.",1 oz , , ,,,,,1 oz ,1 oz ,1/2 oz ,3 oz ,1 twist of , , , 
A Piece of Ass,Alcoholic,http://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,Highball glass,Amaretto,,,,,,,Southern Comfort,Ice,Sour mix,,,,,,Put ice in glass. Pour in shots. Fill with Sour Mix.,1 shot ,,,,,,,1 shot ," cubes
","
","
","
","
","
","
"
A Splash of Nash,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg,Highball glass,Cranberry juice,,,,,,,Soda water,Midori melon liqueur,Creme de Banane,,,,,,Drop shot glass with banana & melon liquers into a 9 oz hi- ball glass containing soda water and cranberry juice. Drink in one shot.,2 oz ,,,,,,,2 oz ,0.5 oz ,0.5 oz , , , , , 
A True Amaretto Sour,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,Old-fashioned glass,Amaretto,,,,,,,Lemon,Ice,Maraschino cherry,,,,,,"Rub the rim of an old fashioned glass with lemon, and dip repeatedly into granulated sugar until it has a good ""frosted"" rim. Shake a jigger of Amaretto with the juice of 1/2 a lemon. Strain into glass and add ice. Garnish with a Marachino Cherry.",1 jigger ,,,,,,,Juice of 1/2 ,"
", , , , , ,
A midsummernight dream,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Collins Glass,Vodka,,,,,,,Kirschwasser,Strawberry liqueur,Strawberries,Schweppes Russchian,,,,,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water",2 oz ,"
",,,,,,1 oz ,1 tsp ,5 ,"
","
","
","
","
"
A. J.,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uryyrr1472811418.jpg,Cocktail glass,Applejack,,,,,,,Grapefruit juice,,,,,,,,"Shake ingredients with ice, strain into a cocktail glass, and serve.",1 1/2 oz ,,,,,,,1 oz , , , , , ,,
A.D.M. (After Dinner Mint),Alcoholic,http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,Irish coffee cup,White Creme de Menthe,,,,,,,Southern Comfort,Vodka,Hot chocolate,,,,,,shake vigorously,1/2 oz ,,,,,,,3/4 oz ,1/2 oz ,Fill with , , , , , 
A1,Alcoholic,http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,Cocktail glass,Gin,,,,,,,Grand Marnier,Lemon Juice,Grenadine,,,,,,"Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.",1 3/4 shot ,,,,,,,1 Shot ,1/4 Shot,1/8 Shot,"
","
","
",,
ABC,Alcoholic,http://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Shot glass,Amaretto,,,,,,,Bailey's irish cream,Cognac,,,,,,,Layered in a shot glass.,1/3 ,,,,,,,1/3 ,1/3 , , , , , ,
ACID,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,Shot glass,151 proof rum,,,,,,,Wild Turkey,,,,,,,,Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.,1 oz Bacardi ,,,,,,,1 oz , , , , , ,,
AT&T,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg,Highball Glass,Absolut Vodka,,,,,,,Gin,Tonic water,,,,,,,"Pour Vodka and Gin over ice, add Tonic and Stir",1 oz ,,,,,,,1 oz ,4 oz , , , , , ,
Abbey Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg,Cocktail glass,Gin,,,,,,,Orange bitters,Orange,Cherry,,,,,,Shake all ingredients (except for the cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,1 1/2 oz ,,,,,,,1 dash ,Juice of 1/4 ,1 , , , , , 
Abbey Martini,Alcoholic,http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,Cocktail glass,Gin,,,,,,,Sweet Vermouth,Orange Juice,Angostura Bitters,,,,,,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",2 shots ,,,,,,,1 shot ,1 shot ,3 dashes ,"
","
","
",,
Abilene,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg,Highball glass,Dark rum,,,,,,,Peach nectar,Orange juice,,,,,,,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,1 1/2 oz ,,,,,,,2 oz ,3 oz , , , , , ,
Absinthe #2,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,Jar,Vodka,,,,,,,Sugar,Anise,Licorice root,Wormwood,,,,,"Mix together and let sit a few days. Strain through a coffee filter. To serve mix 1 part absinthe to 4 parts water, add ice, enjoy.",1 bottle , ,,,,,,50 gr ,50 ml pure ,1 tblsp ,1 , , , , 
Absolut Evergreen,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,Collins Glass,Absolut Citron,,,,,,,Pisang Ambon,Ice,Bitter lemon,,,,,,"Mix, pour over ice and top up with Bitter Lemon.",2/3 part ,,,,,,,1/3 part ," cubes
","
","
","
","
","
","
"
Absolut Sex,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg,Old-fashioned glass,Absolut Kurant,,,,,,,Midori melon liqueur,Cranberry juice,Sprite,,,,,,"Shake Absolut Kurant, Midori, and Cranberry juice in shaker with ice: Strain into rocks glass: Splash of seven on top.Absolut Sex.",3/4 oz ,,,,,,,3/4 oz ,1 oz ,1 splash , , , , , 
Absolut Stress #2,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg,Collins Glass,Absolut Vodka,,,,,,,Peach schnapps,Coconut liqueur,Cranberry juice,Pineapple juice,,,,,Mix well. Garnish with Orange and Cherry. Enjoy,1 1/2 oz , ,,,,,,1/2 oz ,1/2 oz ,1 1/2 oz ,1 1/2 oz , , , , 
Absolut Summertime,Alcoholic,http://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg,Collins glass,Absolut Citron,,,,,,,Sweet and sour,Sprite,Soda water,Lemon,,,,,Add all ingredients except lemon to shaker filled with ice. Cover and shake vigorously. Strain contents into ice filled collins glass. Garnish with lemon.,1 1/2 oz , ,,,,,,3/4 oz ,1/2 oz ,3 oz ,1 slice , , , , 
Absolut limousine,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ssqpyw1472719844.jpg,Collins Glass,Absolut Citron,,,,,,,Lime juice,Ice,Tonic water,,,,,,Fill Absolut into a glass. Add Lime juice. Add Ice and lime wedges.,2/3 ,,,,,,,1/3 ,Fill with ,Top it up with , , , , , 
Absolutely Cranberry Smash,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vqwstv1472811884.jpg,Cocktail glass,Absolut Vodka,,,,,,,Cranberry juice,Ginger ale,Ice,,,,,,Stir ingredients together. Serve over ice.,2 oz ,,,,,,,4 oz ,2 oz ,Add , , , , , 
Absolutely Fabulous,Alcoholic,http://www.thecocktaildb.com/images/media/drink/abcpwr1504817734.jpg,Champagne flute,Vodka,,,,,,,Cranberry Juice,Champagne,,,,,,,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,1 shot ,,,,,,,2 shots ,Top up with,"
","
","
","
",,
Absolutly Screwed Up,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yvxrwv1472669728.jpg,Collins glass,Absolut Citron,,,,,,,Orange juice,Triple sec,Ginger ale,,,,,,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.",1 shot ,,,,,,,1 shot ,1 shot ,Fill to top , , , , , 
Acapulco,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vtpsvr1472811976.jpg,Old-fashioned glass,Light rum,,,,,,,Triple sec,Lime juice,Sugar,Egg white,Mint,,,,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,1 1/2 oz , , ,,,,,1 1/2 tsp ,1 tblsp ,1 tsp ,1 ,1 , , , 
Ace,Alcoholic,http://www.thecocktaildb.com/images/media/drink/l3cd7f1504818306.jpg,Martini Glass,Gin,,,,,,,Grenadine,Heavy cream,Milk,Egg White,,,,,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,2 shots ,,,,,,,1/2 shot ,1/2 shot ,1/2 shot ,1/2 Fresh,"
","
",,
Adam,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rwuxsv1472812169.jpg,Cocktail glass,Dark rum,,,,,,,Lemon juice,Grenadine,,,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",2 oz ,,,,,,,1 oz ,1 tsp , , , , , ,
Adam & Eve,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vfeumw1504819077.jpg,Cocktail glass,Gin,,,,,,,Cognac,Creme de Cassis,Fresh Lemon Juice,,,,,,Shake together all the ingredients and strain into a cold glass.,1 shot ,,,,,,,1 shot ,1 shot ,1/8 shot ,,,,,
Adam Bomb,Alcoholic,http://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg,Margarita/Coupette glass,Rum,,,,,,,Vodka,Tequila,Triple sec,Fruit,Ice,Salt,Fruit juice,,"Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",1 part , , , ,,,,1 part ,1 part ,1/2 part ,"
","
",1-3 pint , , 
Adam Sunrise,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vtuyvu1472812112.jpg,Collins Glass,Vodka,,,,,,,Lemonade,Water,Sugar,,,,,,"Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.",1/2 ,,,,,,,1/2 can ,1/2 ,10 tsp , , , , , 
Addington,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg,Cocktail glass,Sweet Vermouth,,,,,,,Dry Vermouth,Soda Water,,,,,,,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,2 shots ,,,,,,,1 shot ,"Top up with
","
","
","
","
",,
Addison,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yzva7x1504820300.jpg,Martini Glass,Gin,,,,,,,Vermouth,,,,,,,,Shake together all the ingredients and strain into a cold glass.,1 1/2 shot ,,,,,,,1 1/2 shot ,"
","
","
","
","
",,
Addison Special,Alcoholic,http://www.thecocktaildb.com/images/media/drink/4vo5651493068493.jpg,Old-fashioned glass,Vodka,,,,,,,Grenadine,Orange juice,,,,,,,Combine ingredients in the order listed into a shaker. Fill half full with ice and shake well. Strain into glass with ice and garnish with a cherry and orange wedge.,1 shot ,,,,,,,1 tblsp ,Fill with , , , , , ,
Adios Amigos Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/8nk2mp1504819893.jpg,Martini Glass,Rum,,,,,,,Dry Vermouth,Cognac,Gin,Fresh Lime Juice,Sugar Syrup,Water,,,Shake together all the ingredients and strain into a cold glass.,1 shot ,,,,,,,1/2 shot ,1/2 shot ,1/2 shot ,1/4 shot,1/4 shot,1/2 shot ,,
Adonis Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xrvruq1472812030.jpg,Cocktail glass,Sweet Vermouth,,,,,,,Sherry,Orange bitters,,,,,,,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",3/4 oz ,,,,,,,1 1/2 oz dry ,1 dash , , , , , ,
Affair,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wxrsxx1472720734.jpg,Highball glass,Strawberry schnapps,,,,,,,Orange juice,Cranberry juice,Club soda,,,,,,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.",2 oz ,,,,,,,2 oz ,2 oz ,"
","
","
","
","
","
"
Affinity,Alcoholic,http://www.thecocktaildb.com/images/media/drink/nwatpb1504817045.jpg,Cocktail glass,Scotch,,,,,,,Sweet Vermouth,Dry Vermouth,Orange bitters,,,,,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",1 1/2 oz ,,,,,,,1 oz ,1 oz ,2 dashes , , , , , 
After Dinner Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vtytxq1483387578.jpg,Cocktail glass,Apricot brandy,,,,,,,Triple sec,Lime,Lime,,,,,,Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,1 oz ,,,,,,,1 oz ,Juice of 1 ,1 , , , , , 
After Five,Alcoholic,http://www.thecocktaildb.com/images/media/drink/sk3lr91493068595.jpg,Shot glass,Peppermint schnapps,,,,,,,Kahlua,Bailey's irish cream,,,,,,,"1. Pour Kahlua into shot glass to about 1/2 full. 2. Using a spoon(inverted), slowly pour in the Peppermint Schnapps until glass is about 3/4 full. Done correctly, the Schnapps will flow under the Kahlua for a clear layer. 3. Again using a spoon, but this time right side up, slowly top off the glass with a layer of Bailey's. Be careful to place the spoon right at the top of the Kahlua layer and to raise it as the glass fills up. Done correctly, this will provide a layer of Bailey's floating over the Kahlua. 4. Toss it down all at once for something like a Peppermint Pattie, WITH A BANG!!! NOTE: Best if all ingredients are chilled","
",,,,,,,"
","
","
","
","
","
",,
After Supper Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/quyxwu1483387610.jpg,Cocktail glass,Triple sec,,,,,,,Apricot brandy,Lemon juice,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 oz ,,,,,,,1 oz ,1/2 tsp , , , , , ,
After sex,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg,Highball glass,Vodka,,,,,,,Creme de Banane,Orange juice,,,,,,,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,2 cl ,,,,,,,1 cl ,"
","
","
","
","
","
",
Afterglow,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/vuquyv1468876052.jpg,Highball Glass,Grenadine,,,,,,,Orange juice,Pineapple juice,,,,,,,Mix. Serve over ice.,1 part ,,,,,,,4 parts ,4 parts , , , , , ,
Afternoon,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vyrurp1472667777.jpg,Collins Glass,Kahlua,,,,,,,Bailey's irish cream,Frangelico,Coffee,Cream,,,,,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",1 cl ,"
",,,,,,1 cl ,1 1/2 ,4 cl hot ,"
","
","
","
","
"
Alabama Slammer,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qtwxwr1483387647.jpg,Highball glass,Southern Comfort,,,,,,,Amaretto,Sloe gin,Lemon juice,,,,,,"Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.",1 oz ,,,,,,,1 oz ,1/2 oz ,1 dash , , , , , 
Alaska Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wsyryt1483387720.jpg,Cocktail glass,Orange bitters,,,,,,,Gin,Yellow Chartreuse,Lemon peel,,,,,,"Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.",2 dashes ,,,,,,,1 1/2 oz ,3/4 oz ,Twist of , , , , , 
Alexander,Alcoholic,http://www.thecocktaildb.com/images/media/drink/urystu1478253039.jpg,Cocktail glass,Gin,,,,,,,Creme de Cacao,Light cream,Nutmeg,,,,,,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,1/2 oz ,,,,,,,1/2 oz white ,2 oz ,,,,,,
Alfie Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ypxsqy1483387829.jpg,Cocktail glass,Lemon vodka,,,,,,,Triple sec,Pineapple juice,,,,,,,"Combine and shake all ingredients with ice, strain into a cocktail glass, and serve.",1 1/2 oz ,,,,,,,1 dash ,1 tblsp , , , , , ,
Algonquin,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,Cocktail glass,Blended whiskey,,,,,,,Dry Vermouth,Pineapple juice,,,,,,,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",1 1/2 oz ,,,,,,,1 oz ,1 oz , , , , , ,
Alice Cocktail,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/qyqtpv1468876144.jpg,Cocktail glass,Grenadine,,,,,,,Orange juice,Pineapple juice,Cream,,,,,,"Shake well, strain into a large cocktail glass.",1 cl ,,,,,,,1 cl ,2 cl ,4 cl , , , , , 
Alice in Wonderland,Alcoholic,http://www.thecocktaildb.com/images/media/drink/g12lj41493069391.jpg,Collins Glass,Amaretto,,,,,,,Grand Marnier,Southern Comfort,,,,,,,Just mix the three ingredients one to one to one,1 shot ,,,,,,,1 shot ,1 shot , , , , , ,
Allegheny,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,Cocktail glass,Dry Vermouth,,,,,,,Bourbon,Blackberry brandy,Lemon juice,Lemon peel,,,,,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,1 oz , ,,,,,,1 oz ,1 1/2 tsp ,1 1/2 tsp ,1 twist of , , , , 
Allies Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qvprvp1483388104.jpg,Cocktail glass,Dry Vermouth,,,,,,,Gin,Kummel,,,,,,,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",1 oz ,,,,,,,1 oz ,1/2 tsp , , , , , ,
Almeria,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rwsyyu1483388181.jpg,Cocktail glass,Dark rum,,,,,,,Kahlua,Egg white,,,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",2 oz ,,,,,,,1 oz ,1 , , , , , ,
Almond Chocolate Coffee,Alcoholic,http://www.thecocktaildb.com/images/media/drink/jls02c1493069441.jpg,Coffee mug,Amaretto,,,,,,,Dark Creme de Cacao,Coffee,,,,,,,Pour in order into coffee cup. Top with whipped creme and chocolate shcvings.,3/4 oz ,,,,,,,1/2 oz ,8 oz , , , , , ,
Almond Joy,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xutuqs1483388296.jpg,Cocktail glass,Amaretto,,,,,,,Creme de Cacao,Light cream,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1/2 oz ,,,,,,,1/2 oz white ,2 oz , , , , , ,
Aloha Fruit punch,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/wsyvrt1468876267.jpg,Collins Glass,Water,,,,,,,Ginger,Guava juice,Lemon juice,Pineapple,Sugar,Pineapple juice,,,"Add 1/4 cup water to ginger root. Boil 3 minutes. Strain. Add the liquid to the guava, lemon and pineapple juices. Make a syrup of sugar and remaining water. Cool. Combine with juices and pineapple. Chill throroughly.",3/4 cup , , , ,,,,2 tsp ,2 cups ,1 1/2 tblsp ,1 1/2 cup ,1 cup ,3-4 cups , , 
Amaretto And Cream,Alcoholic,http://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg,Cocktail glass,Amaretto,,,,,,,Light cream,,,,,,,,"Shake well with cracked ice, strain contents into a cocktail glass, and serve.",1 1/2 oz ,,,,,,,1 1/2 oz , , , , , ,,
Amaretto Liqueur,Alcoholic,http://www.thecocktaildb.com/images/media/drink/swqxuv1472719649.jpg,Collins Glass,Sugar,Food coloring,Glycerine,,,,,Water,Apricot,Almond flavoring,Grain alcohol,Water,Brandy,Food coloring,Food coloring,"Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.",1 cup,2 drops blue ,1/2 tsp , , , , ,3/4 cup ,2 ,1 tblsp ,1/2 cup pure ,1/2 cup ,1 cup ,3 drops yellow ,6 drops red 
Amaretto Mist,Alcoholic,http://www.thecocktaildb.com/images/media/drink/utpxxq1483388370.jpg,Old-fashioned glass,Amaretto,,,,,,,Lime,,,,,,,,"Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)",1 1/2 oz ,,,,,,,1 , , , , , ,,
