Name,Alcoholic,Photo,Glass,Ingredient 1,Ingredient 2,Ingredient 3,Ingredient 4,Ingredient 5,Ingredient 6,Ingredient 7,Ingredient 8,Ingredient 9,Ingredient 10,Ingredient 11,Ingredient 12,Ingredient 13,Ingredient 14,Ingredient 15,Method,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15
Gin Sling,Alcoholic,http://www.thecocktaildb.com/images/media/drink/h8wmm41504883440.jpg,Old-fashioned glass,Gin,,,,,,,Lemon,Powdered sugar,Water,Orange peel,,,,,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,2 oz , ,,,,,,Juice of 1/2 ,1 tsp ,1 tsp ,Twist of , , , , 
Gin Smash,Alcoholic,http://www.thecocktaildb.com/images/media/drink/hp41fi1504883656.jpg,Old-fashioned glass,Gin,,,,,,,Carbonated water,Sugar,Mint,Orange,Cherry,,,,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",2 oz , , ,,,,,1 oz ,1 cube ,4 ,1 slice ,1 , , , 
Gin Sour,Alcoholic,http://www.thecocktaildb.com/images/media/drink/mt7l7m1504883523.jpg,Whiskey sour glass,Gin,,,,,,,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",2 oz , ,,,,,,1 oz ,1/2 tsp superfine ,1 ,1 , , , , 
Gin Squirt,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg,Highball glass,Gin,,,,,,,Grenadine,Powdered sugar,Pineapple,Strawberries,Carbonated water,,,,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",1 1/2 oz ,"
","
",,,,,1 tsp ,1 tblsp ,3 chunks ,2 ,"
","
","
","
"
Gin Swizzle,Alcoholic,http://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg,Highball glass,Lime juice,,,,,,,Sugar,Gin,Bitters,Club soda,,,,,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",1 1/2 oz , ,,,,,,1 tsp superfine ,2 oz ,1 dash ,3 oz , , , , 
Gin Toddy,Alcoholic,http://www.thecocktaildb.com/images/media/drink/l9gi5h1504820724.jpg,Old-fashioned glass,Gin,,,,,,,Water,Powdered sugar,Lemon peel,,,,,,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",2 oz ,,,,,,,2 tsp ,1/2 tsp ,1 twist of , , , , , 
Girl From Ipanema,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xypspq1469090633.jpg,Wine Glass,Cachaca,,,,,,,Lemon Juice,Agave Syrup,Champagne,,,,,,"Add the cachaca, lemon juice and syrup to your boston glass. Add ice and shake until ice cold. Pour into a chilled flute and top-up with Champagne",25 ml,,,,,,,15 ml,10 ml,top up with,,,,,
Gluehwein,Optional alcohol,http://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg,Irish coffee cup,Red wine,,,,,,,Water,Sugar,Cinnamon,Cloves,Lemon peel,,,,"Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.",1 L , , ,,,,,125 ml ,60 gr ,1 ,3 ,1 tblsp , , , 
Godchild,Alcoholic,http://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,Champagne flute,Vodka,,,,,,,Amaretto,Heavy cream,,,,,,,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",1 oz ,,,,,,,1 oz ,1 oz , , , , , ,
Godfather,Alcoholic,http://www.thecocktaildb.com/images/media/drink/r74uz51504368928.jpg,Old-fashioned glass,Scotch,,,,,,,Amaretto,,,,,,,,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,1 1/2 oz ,,,,,,,3/4 oz , , , , , ,,
Godmother,Alcoholic,http://www.thecocktaildb.com/images/media/drink/4889up1504368984.jpg,Old-fashioned glass,Vodka,,,,,,,Amaretto,,,,,,,,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,1 1/2 oz ,,,,,,,3/4 oz , , , , , ,,
Golden dream,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qrot6j1504369425.jpg,Cocktail glass,Galliano,,,,,,,Triple Sec,orange juice,Cream,,,,,,Shake with cracked ice. Strain into glass and serve.,2 parts,,,,,,,2 parts,2 parts,1 part, , , , , 
Grand Blue,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,Old-fashioned glass,Malibu rum,,,,,,,Peach schnapps,Blue Curacao,Sweet and sour,,,,,,Serve in an old fashioned glass.,1 1/2 cl ,,,,,,,1 1/2 cl ,1 1/2 cl ,3 cl , , , , , 
Grape lemon pineapple Smoothie,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/54z5h71487603583.jpg,Highball glass,Grapes,,,,,,,Lemon,Pineapple,,,,,,,Throw everything into a blender and liquify.,1 cup ,,,,,,,1/4 ,1/2 , , , , , ,
Grass Skirt,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,Old-fashioned glass,Gin,,,,,,,Triple sec,Pineapple juice,Grenadine,Pineapple,,,,,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",1 1/2 oz , ,,,,,,1 oz ,1 oz ,1/2 tsp ,1 , , , , 
Grasshopper,Alcoholic,http://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg,Cocktail glass,Green Creme de Menthe,,,,,,,Creme de Cacao,Light cream,,,,,,,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,3/4 oz ,,,,,,,3/4 oz white ,3/4 oz , , , , , ,
Green Goblin,Alcoholic,http://www.thecocktaildb.com/images/media/drink/qxprxr1454511520.jpg,Pint glass,Cider,,,,,,,Lager,Blue Curacao,,,,,,,"Cider First, Lager then Curacao",1/2 pint hard ,,,,,,,1/2 pint ,1 shot , , , , , ,
Grim Reaper,Alcoholic,http://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg,Old-fashioned glass,Kahlua,,,,,,,151 proof rum,Grenadine,,,,,,,Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.,1 oz ,,,,,,,1 oz Bacardi ,1 dash , , , , , ,
Grizzly Bear,Alcoholic,http://www.thecocktaildb.com/images/media/drink/k6v97f1487602550.jpg,Collins Glass,Amaretto,,,,,,,Jägermeister,Kahlua,Milk,,,,,,"Served over ice. Sounds nasty, but tastes great.",1 part ,,,,,,,1 part ,1 part ,2 1/2 parts , , , , , 
H.D.,Alcoholic,http://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,Beer mug,Whisky,,,,,,,Bailey's irish cream,Coffee,,,,,,,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,4 cl ,,,,,,,8 cl ,"
","
","
","
","
","
",
Happy Skipper,Alcoholic,http://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg,Highball glass,Spiced rum,,,,,,,Ginger ale,Lime,Ice,,,,,,"Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)",1 1/2 cl ,,,,,,,"
","
","
","
","
","
","
",
Harvey Wallbanger,Alcoholic,http://www.thecocktaildb.com/images/media/drink/vg4bva1504369725.jpg,Collins glass,Vodka,,,,,,,Galliano,Orange juice,,,,,,,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",1 oz ,,,,,,,1/2 oz ,4 oz , , , , , ,
Havana Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,Cocktail glass,Light rum,,,,,,,Pineapple juice,Lemon juice,,,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",1 oz ,,,,,,,1 oz ,1 tsp , , , , , ,
Hawaiian Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,Cocktail glass,Gin,,,,,,,Triple sec,Pineapple juice,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",2 oz ,,,,,,,1/2 oz ,1 tblsp , , , , , ,
Hemingway Special,Alcoholic,http://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,Cocktail glass,Rum,,,,,,,Grapefruit Juice,Maraschino Liqueur,Lime Juice,,,,,,Pour all ingredients into a shaker with ice. Shake.,12 parts,,,,,,,8 parts,3 parts,3 parts, , , , , 
Herbal flame,Alcoholic,http://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg,Mason jar,Hot Damn,,,,,,,Tea,,,,,,,,"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.",5 shots ,,,,,,,very sweet , , , , , ,,
Highland Fling Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,Cocktail glass,Scotch,,,,,,,Sweet Vermouth,Orange bitters,Olive,,,,,,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,1 1/2 oz ,,,,,,,3/4 oz ,2 dashes ,1 , , , , , 
Holloween Punch,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg,Punch bowl,Grape juice,,,,,,,Carbonated soft drink,Sherbet,Sherbet,,,,,,"Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.","
",,,,,,,", orange
", , , , , ,,
Homemade Kahlua,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,Collins Glass,Sugar,,,,,,,Corn syrup,Coffee,Vanilla extract,Water,Vodka,,,,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.",2 1/2 cups , , ,,,,,1 cup ,1 1/2 oz instant ,2 oz ,3 cups boiling ,1 fifth , , , 
Horse's Neck,Alcoholic,http://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg,Highball glass,Lemon peel,,,,,,,Brandy,Ginger ale,Bitters,,,,,,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.",1 long strip ,,,,,,,2 oz ,5 oz ,2 dashes , , , , , 
Hot Chocolate to Die for,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,Coffee mug,Chocolate,,,,,,,Butter,Vanilla extract,Half-and-half,Marshmallows,,,,,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",12 oz fine , ,,,,,,1 tsp ,1/2 tsp ,1 cup ,mini , , , , 
Hot Creamy Bush,Alcoholic,http://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,Irish coffee cup,Irish whiskey,,,,,,,Bailey's irish cream,Coffee,,,,,,,Combine all ingredients in glass,1 shot ,,,,,,,3/4 shot ,6 oz hot , , , , , ,
Ice Pick #1,Alcoholic,http://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,Collins Glass,Vodka,,,,,,,Iced tea,Lemon juice,,,,,,,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,1 1/2 oz ,,,,,,,6 oz ," to taste
","
","
","
","
","
",
Iced Coffee,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg,Coffee mug,Coffee,,,,,,,Sugar,Water,Milk,,,,,,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,1/4 cup instant ,,,,,,,1/4 cup ,1/4 cup hot ,4 cups cold , , , , , 
Iced Coffee Fillip,Alcoholic,http://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,Coffee mug,Kahlua,,,,,,,Coffee,,,,,,,,Mix together in a coffee mug and chill before serving.,2 tsp ,,,,,,,Strong cold , , , , , ,,
Imperial Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,Cocktail glass,Lime juice,,,,,,,Gin,Aperol,,,,,,,Shake with ice and strain into cocktail glass.,4 cl ,,,,,,,2 cl ,4 cl , , , , , ,
Imperial Fizz,Alcoholic,http://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg,Highball glass,Light rum,,,,,,,Blended whiskey,Lemon,Powdered sugar,Carbonated water,,,,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",1/2 oz ,"
",,,,,,1 1/2 oz ,Juice of 1/2 ,1 tsp ,"
","
","
","
","
"
Ipamena,Non Alcoholic,http://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg,Wine Glass,Lime,,,,,,,Brown sugar,Passion fruit juice,Ginger ale,Ice,,,,,"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime",½,,,,,,,2 tsp,4 cl,top up with,fill,,,,
Irish Coffee,Alcoholic,http://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,Irish coffee cup,Irish whiskey,,,,,,,Coffee,Sugar,Whipped cream,,,,,,"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",1 1/2 oz ,,,,,,,8 oz ,1 tsp ,1 tblsp , , , , , 
Irish Cream,Alcoholic,http://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,Irish coffee cup,Scotch,,,,,,,Half-and-half,Condensed milk,Coconut syrup,Chocolate syrup,,,,,Mix scotch and milk. Add half-and-half. Add rest.,1 cup , ,,,,,,1 1/4 cup ,1 can sweetened ,3 drops ,1 tblsp , , , , 
Irish Curdling Cow,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg,Highball glass,Bailey's irish cream,,,,,,,Bourbon,Vodka,Orange juice,,,,,,"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",3/4 oz ,,,,,,,3/4 oz ,3/4 oz ,2-3 oz , , , , , 
Irish Russian,Alcoholic,http://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,Highball glass,Vodka,,,,,,,Kahlua,Coca-Cola,Guinness stout,,,,,,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,1 shot ,,,,,,,1 shot ,1 dash ,Fill with , , , , , 
Irish Spring,Alcoholic,http://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg,Collins glass,Irish whiskey,,,,,,,Peach brandy,Orange juice,Sweet and sour,Orange,Cherry,,,,"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.",1 oz , , ,,,,,1/2 oz ,1 oz ,1 oz ,1 slice ,1 , , , 
Jack Rose Cocktail,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,Cocktail glass,Apple brandy,,,,,,,Grenadine,Lime,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 1/2 oz ,,,,,,,1 tsp ,Juice of 1/2 , , , , , ,
Jack's Vanilla Coke,Alcoholic,http://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,Old-fashioned glass,Ice,,,,,,,Tennessee whiskey,Vanilla extract,Coca-Cola,,,,,,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",4-5 ,,,,,,,2 oz ,1 tsp ,10-12 oz , , , , , 
Jackhammer,Alcoholic,http://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,Collins Glass,Jack Daniels,,,,,,,Amaretto,,,,,,,,"Serve over ice- Warning,Deadly!",1 oz ,,,,,,,1 oz , , , , , ,,
Jam Donut,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg,Shot glass,Baileys irish cream,,,,,,,Chambord raspberry liqueur,Sugar syrup,Sugar,,,,,,"Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",2/3 oz,,,,,,,1/3 oz,1 tsp,2 pinches,,,,,
Jamaica Kiss,Alcoholic,http://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,Hurricane glass,Coffee liqueur,,,,,,,Light rum,Ice,Milk,,,,,,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,1 shot ,,,,,,,1 shot Jamaican ," cubes
","
","
","
","
","
","
"
Jamaican Coffee,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,Champagne flute,Rum,,,,,,,Coffee,Water,Whipped cream,,,,,,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",1/6 glass ,,,,,,,1/6 glass strong black ,1/2 glass cold ,"
","
","
","
","
","
"
Japanese Fizz,Alcoholic,http://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,Highball glass,Blended whiskey,,,,,,,Lemon,Powdered sugar,Port,Egg white,Carbonated water,,,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",1 1/2 oz ,"
","
",,,,,Juice of 1/2 ,1 tsp ,1 tblsp ,1 ,"
","
","
","
"
Jello shots,Alcoholic,http://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,Shot glass,Vodka,,,,,,,Jello,Water,,,,,,,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",2 cups ,,,,,,,3 packages ,3 cups , , , , , ,
Jelly Bean,Alcoholic,http://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,Cordial glass,Blackberry brandy,,,,,,,Anis,,,,,,,,mix equal parts in pony glass-tastes just like a jelly bean!,1 oz ,,,,,,,1 oz , , , , , ,,
Jewel Of The Nile,Alcoholic,http://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,Cocktail glass,Gin,,,,,,,Green Chartreuse,Yellow Chartreuse,,,,,,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",1 1/2 oz ,,,,,,,1/2 oz ,1/2 oz , , , , , ,
Jitterbug,Alcoholic,http://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg,Cocktail Glass,Gin,,,,,,,Vodka,Grenadine,Lime juice,Sugar,Sugar syrup,Soda water,,,"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",2 jiggers , , , ,,,,1 jigger ,3 dashes ,1 shot ,Around rim put 1 pinch ,3 dashes ,Fill to top with , , 
John Collins,Alcoholic,http://www.thecocktaildb.com/images/media/drink/u5yaxl1504350270.jpg,Collins glass,Bourbon,,,,,,,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,2 oz , , ,,,,,1 oz ,1 tsp superfine ,3 oz ,1 ,1 , , , 
Just a Moonmint,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,Highball Glass,Milk,,,,,,,Chocolate syrup,Mint syrup,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",2 cups ,,,,,,,"
","
","
","
","
","
","
",
Kamikaze,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xa58bb1504373204.jpg,Cocktail glass,Vodka,,,,,,,Triple sec,Lime juice,,,,,,,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",1 oz ,,,,,,,1 oz ,1 oz , , , , , ,
Karsk,Alcoholic,http://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,Highball glass,Coffee,,,,,,,Grain alcohol,,,,,,,,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",1 part ,,,,,,,2 parts , , , , , ,,
Kentucky B And B,Alcoholic,http://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,Brandy snifter,Bourbon,,,,,,,Benedictine,,,,,,,,Pour the bourbon and Benedictine into a brandy snifter.,2 oz ,,,,,,,1/2 oz , , , , , ,,
Kentucky Colonel,Alcoholic,http://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,Cocktail glass,Bourbon,,,,,,,Benedictine,Lemon peel,,,,,,,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,3 oz ,,,,,,,1/2 oz ,1 twist of , , , , , ,
Kill the cold Smoothie,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,Highball glass,Ginger,,,,,,,Lemon,Water,,,,,,,Juice ginger and lemon and add it to hot water. You may add cardomom.,1 inch ,,,,,,,1/4 ,1 cup hot , , , , , ,
Kioki Coffee,Alcoholic,http://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,Coffee mug,Kahlua,,,,,,,Brandy,Coffee,,,,,,,Stir. Add whipped cream to the top.,1 oz ,,,,,,,1/2 oz ,"
","
","
","
","
","
",
Kir,Alcoholic,http://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,Wine Glass,Creme de Cassis,,,,,,,Champagne,,,,,,,,"Add the crème de cassis to the bottom of the glass, then top up with wine.",1 part ,,,,,,,5 parts , , , , , ,,
Kir Royale,Alcoholic,http://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,Champagne Flute,Creme de Cassis,,,,,,,Champagne,,,,,,,,"Pour Creme de cassis in glass, gently pour champagne on top",1 part ,,,,,,,5 parts , , , , , ,,
Kiss me Quick,Alcoholic,http://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,Highball glass,Cranberry vodka,,,,,,,Apfelkorn,Schweppes Russchian,Apple juice,Ice,,,,,mix in the glass,4 cl ,"
",,,,,,2 cl ,7 cl ,8 cl ," cubes
","
","
","
","
"
Kiwi Lemon,Alcoholic,http://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,Highball glass,Kiwi liqueur,,,,,,,Bitter lemon,Ice,,,,,,,Mix in highball glass. Stirr. Garnish with slice of kiwi.,1 part ,,,,,,,2 parts ," cubes
","
","
","
","
","
",
Kiwi Papaya Smoothie,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,Highball Glass,Kiwi,,,,,,,Papaya,,,,,,,,Throw everything into a blender and liquify.,3 ,,,,,,,1/2 , , , , , ,,
Kool First Aid,Alcoholic,http://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,Shot glass,151 proof rum,,,,,,,Kool-Aid,,,,,,,,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",2 oz light ,,,,,,,1/2 tsp Tropical , , , , , ,,
Kool-Aid Shot,Alcoholic,http://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,Old-fashioned glass,Vodka,,,,,,,Amaretto,Sloe gin,Triple sec,Cranberry juice,,,,,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,1 shot ,"
",,,,,,1 shot ,1 shot ,1 shot ,"
","
","
","
","
"
Kool-Aid Slammer,Alcoholic,http://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,Shot glass,Kool-Aid,,,,,,,Vodka,,,,,,,,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",1/2 oz Grape ,,,,,,,1/2 oz , , , , , ,,
Kurant Tea,Alcoholic,http://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,Champagne flute,Absolut Kurant,,,,,,,Tea,Sugar,,,,,,,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",4 cl ,,,,,,,Turkish apple ," (if needed)
","
","
","
","
","
",
Lady Love Fizz,Alcoholic,http://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,Cocktail glass,Gin,,,,,,,Light cream,Powdered sugar,Lemon,Egg white,Carbonated water,,,,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",2 oz ,"
","
",,,,,2 tsp ,1 tsp ,Juice of 1/2 ,1 ,"
","
","
","
"
Lassi - A South Indian Drink,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,Highball Glass,Yoghurt,,,,,,,Water,Cumin seed,Salt,Mint,,,,,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",1/2 cup plain , ,,,,,,1 1/4 cup cold ,1/2 tsp ground roasted ,1/4 tsp ,1/4 tsp dried , , , , 
Lassi - Mango,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,Highball glass,Mango,,,,,,,Yoghurt,Sugar,Water,,,,,,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,2 ,,,,,,,2 cups ,1/2 cup ,1 cup iced , , , , , 
Lassi - Sweet,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,Highball glass,Yoghurt,,,,,,,Water,Sugar,Salt,Lemon juice,,,,,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,1 cup , ,,,,,,2 cups cold ,4 tblsp ,pinch ,2 tblsp , , , , 
Lassi Khara,Non alcoholic,http://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,Highball Glass,Yoghurt,,,,,,,Water,Salt,Asafoetida,,,,,,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,1 cup ,,,,,,,2 cups cold ,1 tsp ,1 pinch , , , , , 
